Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2007-12-25,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-12-18,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-12-11,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-12-04,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-11-27,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-11-20,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-11-13,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-11-06,0.00,100.00,10.54,0.00,0.00,0.00,111
2007-10-30,0.00,100.00,0.00,0.00,0.00,0.00,100
2007-10-23,0.00,100.00,100.00,100.00,100.00,0.00,400
2007-10-16,0.00,100.00,100.00,100.00,0.00,0.00,300
2007-10-09,0.00,100.00,100.00,100.00,0.00,0.00,300
2007-10-02,0.00,100.00,100.00,100.00,0.00,0.00,300
2007-09-25,0.00,100.00,100.00,89.73,0.00,0.00,290
2007-09-18,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-09-11,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-09-04,0.00,100.00,0.00,0.00,0.00,0.00,100
2007-08-28,0.00,100.00,0.00,0.00,0.00,0.00,100
2007-08-21,0.00,100.00,92.94,0.00,0.00,0.00,193
2007-08-14,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-08-07,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-07-31,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-07-24,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-07-17,0.00,100.00,100.00,0.00,0.00,0.00,200
2007-07-10,0.00,100.00,0.00,0.00,0.00,0.00,100
2007-07-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-06-26,39.95,60.05,0.00,0.00,0.00,0.00,60
2007-06-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-06-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-06-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-05-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-05-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-05-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-05-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-05-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-04-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-04-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-04-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-04-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-03-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-03-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-03-13,0.00,100.00,0.00,0.00,0.00,0.00,100
2007-03-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-02-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-02-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-02-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-02-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-01-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-01-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-01-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-01-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2007-01-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-29,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-08-22,0.00,100.00,0.00,0.00,0.00,0.00,100
2006-08-15,65.02,34.98,0.00,0.00,0.00,0.00,35
2006-08-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-20,19.04,80.96,0.00,0.00,0.00,0.00,81
2006-06-13,0.00,100.00,40.90,0.00,0.00,0.00,141
2006-06-06,0.00,100.00,40.90,0.00,0.00,0.00,141
2006-05-30,0.00,100.00,40.90,0.00,0.00,0.00,141
2006-05-23,0.00,100.00,40.90,0.00,0.00,0.00,141
2006-05-16,0.00,100.00,40.90,0.00,0.00,0.00,141
2006-05-09,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-05-02,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-04-25,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-04-18,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-04-11,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-04-04,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-03-28,0.00,100.00,100.00,0.00,0.00,0.00,200
2006-03-21,0.00,100.00,0.00,0.00,0.00,0.00,100
2006-03-14,0.00,100.00,0.00,0.00,0.00,0.00,100
2006-03-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-12-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-12-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-12-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-12-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-04,0.00,100.00,100.00,0.00,0.00,0.00,200
2005-09-27,0.00,100.00,100.00,0.00,0.00,0.00,200
2005-09-20,0.00,100.00,100.00,0.00,0.00,0.00,200
2005-09-13,0.00,100.00,0.00,0.00,0.00,0.00,100
2005-09-06,0.00,100.00,0.00,0.00,0.00,0.00,100
2005-08-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-05,0.00,100.00,100.00,0.00,0.00,0.00,200
2005-06-28,0.00,100.00,0.00,0.00,0.00,0.00,100
2005-06-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-06-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-06-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-01-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-01-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-01-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-01-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-12-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-12-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-12-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-12-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-11-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-11-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-11-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-11-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-11-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-10-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-10-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-10-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-10-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-09-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-09-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-09-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-09-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-08-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-08-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-08-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-08-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-08-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-07-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-07-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-07-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-07-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-06-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-06-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-06-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-06-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-06-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-05-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-05-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-05-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-05-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-04-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-04-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-04-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-04-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-12-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-12-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-12-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-12-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-12-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-11-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-11-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-11-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-11-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-10-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-10-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-10-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-10-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-09-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-09-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-09-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-09-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-09-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-08-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-08-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-08-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-08-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-07-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-07-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-07-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-07-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-07-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-06-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-06-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-06-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-06-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-05-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-05-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-05-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-05-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-04-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-04-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-04-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-04-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-04-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-03-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-03-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-03-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-03-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-02-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-02-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-02-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-02-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-01-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-01-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-01-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2003-01-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2002-12-31,52.99,47.01,0.00,0.00,0.00,0.00,47
2002-12-24,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-12-17,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-12-10,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-12-03,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-11-26,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-11-19,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-11-12,0.00,100.00,43.30,0.00,0.00,0.00,143
2002-11-05,0.00,100.00,90.97,0.00,0.00,0.00,191
2002-10-29,0.00,100.00,100.00,67.86,0.00,0.00,268
2002-10-22,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-10-15,0.00,100.00,100.00,99.18,0.00,0.00,299
2002-10-08,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-10-01,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-09-24,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-09-17,0.00,100.00,100.00,100.00,47.23,0.00,347
2002-09-10,0.00,100.00,100.00,100.00,78.49,0.00,378
2002-09-03,0.00,100.00,100.00,100.00,54.84,0.00,355
2002-08-27,0.00,100.00,100.00,100.00,100.00,100.00,500
2002-08-20,0.00,100.00,100.00,100.00,100.00,100.00,500
2002-08-13,0.00,100.00,100.00,100.00,100.00,58.27,458
2002-08-06,0.00,100.00,100.00,100.00,100.00,60.22,460
2002-07-30,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-07-23,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-07-16,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-07-09,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-07-02,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-06-25,0.00,100.00,100.00,100.00,100.00,0.00,400
2002-06-18,0.00,100.00,100.00,100.00,91.27,0.00,391
2002-06-11,0.00,100.00,100.00,100.00,74.68,0.00,375
2002-06-04,0.00,100.00,100.00,100.00,18.48,0.00,318
2002-05-28,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-05-21,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-05-14,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-05-07,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-04-30,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-04-23,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-04-16,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-04-09,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-04-02,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-03-26,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-03-19,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-03-12,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-03-05,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-02-26,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-02-19,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-02-12,0.00,100.00,100.00,100.00,0.00,0.00,300
2002-02-05,0.00,100.00,100.00,94.18,0.00,0.00,294
2002-01-29,0.00,100.00,100.00,26.96,0.00,0.00,227
2002-01-22,0.00,100.00,100.00,8.88,0.00,0.00,209
2002-01-15,0.00,100.00,100.00,82.80,0.00,0.00,283
2002-01-08,0.00,100.00,100.00,95.04,0.00,0.00,295
2002-01-01,0.00,100.00,100.00,80.56,0.00,0.00,281
2001-12-25,0.00,100.00,100.00,90.45,0.00,0.00,290
2001-12-18,0.00,100.00,100.00,59.33,0.00,0.00,259
2001-12-11,0.00,100.00,100.00,60.83,0.00,0.00,261
2001-12-04,0.00,100.00,100.00,100.00,0.00,0.00,300
2001-11-27,0.00,100.00,100.00,0.00,0.00,0.00,200
2001-11-20,0.00,100.00,100.00,0.00,0.00,0.00,200
2001-11-13,0.00,100.00,100.00,0.00,0.00,0.00,200
2001-11-06,0.00,100.00,100.00,0.00,0.00,0.00,200
2001-10-30,0.00,100.00,100.00,0.00,0.00,0.00,200
2001-10-23,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-10-16,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-10-09,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-10-02,61.80,38.20,0.00,0.00,0.00,0.00,38
2001-09-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-09-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-09-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-09-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-08-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-08-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-08-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-08-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-07-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-07-24,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-07-17,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-07-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-07-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-06-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-06-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-06-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-06-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-05-29,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-05-22,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-05-15,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-05-08,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-05-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-04-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-04-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-04-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-04-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-03-27,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-03-20,0.00,100.00,0.00,0.00,0.00,0.00,100
2001-03-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-03-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-02-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-02-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-02-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-02-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-12-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-12-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-12-12,79.80,20.20,0.00,0.00,0.00,0.00,20
2000-12-05,80.98,19.02,0.00,0.00,0.00,0.00,19
2000-11-28,80.98,19.02,0.00,0.00,0.00,0.00,19
2000-11-21,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-11-14,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-11-07,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-10-31,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-10-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-10-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-10-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-10-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-06-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-06-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-06-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-06-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-05-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-05-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-05-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-05-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-05-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-02-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-02-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-02-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-02-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-02-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-01-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-01-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-01-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-01-04,100.00,0.00,0.00,0.00,0.00,0.00,0
